40.4290105;-3.73263
40.49362587;-3.60542308
40.49666643;-3.7217244
40.49460774;-3.72311672
40.493332;-3.72472655
40.47324192;-3.70730113
40.4508657;-3.71395457
40.48889931;-3.60628344
40.4117063;-3.72414484
40.42908908;-3.63771174
40.43525438;-3.65168876
40.42699387;-3.66506558
40.40243441;-3.65599017
40.43308367;-3.68547693
40.38147499;-3.69507431
40.37825185;-3.6100864
40.43076706;-3.73376814
40.44084623;-3.70117492
40.40497013;-3.60610125
40.42952768;-3.65100598
40.48080508;-3.6356179
40.49116032;-3.72803566
40.44171637;-3.67928482
40.41010013;-3.73904425
40.50229326;-3.67360624
40.41203395;-3.6504384
40.40890777;-3.70102061
40.4359677;-3.6079731
40.48731549;-3.73289607
40.4212345;-3.67221176
40.39749296;-3.6380152
40.43777569;-3.67417986
40.35909136;-3.68925435
40.39746174;-3.70033969
40.50811519;-3.69807286
40.40311126;-3.67859476
40.39323836;-3.67981037
40.44577775;-3.67279182
40.41033412;-3.64888198
40.35881837;-3.58485713
40.49303496;-3.61187373
40.49544689;-3.60886214
40.40950852;-3.65614701
40.34249663;-3.69062299
40.37598141;-3.77578169
40.39483117;-3.68244083
40.40391761;-3.62903896
40.42149088;-3.69247011
40.47643719;-3.57971088
40.42203745;-3.69673019
40.42718388;-3.71049412
40.40073691;-3.71292659
40.46040785;-3.59177125
40.45583179;-3.59038472
40.46826976;-3.68699162
40.45475641;-3.67128499
40.46475871;-3.59130282
40.47038373;-3.59021392
40.40586001;-3.70553708
40.40594537;-3.70573667
40.4238134;-3.69710358
40.41890576;-3.69485482
40.49548884;-3.69251754
40.41233514;-3.70369652
40.4198083;-3.69327609
40.5082826;-3.66977165
40.38004697;-3.63710711
40.39957208;-3.66044619
40.38660543;-3.64830723
40.3767254;-3.74078491
40.38509295;-3.73977054
40.41670432;-3.71081421
40.41449468;-3.7085963
40.40820971;-3.71199648
40.42966168;-3.71335267
40.42652045;-3.69656414
40.41478818;-3.70961255
40.37458469;-3.60934949
40.36854455;-3.61656613
40.37059162;-3.62650465
40.43938819;-3.71797834
40.42274379;-3.71963992
40.42533422;-3.72297972
40.44519038;-3.78853761
40.40725625;-3.67808601
40.44497493;-3.56869302
40.42834171;-3.62152875
40.42997097;-3.70554107
40.44655098;-3.70404807
40.41226168;-3.69866613
40.41062894;-3.69811923
40.40849321;-3.69334995
40.38772772;-3.74499529
40.40804133;-3.70288268
40.42010111;-3.69579303
40.42137673;-3.65471175
40.47495187;-3.67251927
40.44299771;-3.64848989
40.42655415;-3.67005647
40.40916335;-3.61022319
40.42906316;-3.6615945
40.48631369;-3.60534547
40.4826743;-3.66199421
40.43038379;-3.62211839
40.47386101;-3.72661785
40.41574947;-3.70863858
40.47285183;-3.70745037
40.50730272;-3.68056474
40.39588928;-3.67222995
40.4260155;-3.71856937
40.42606672;-3.69989657
40.39346365;-3.69238758
40.47976688;-3.71752362
40.45019953;-3.65713296
40.46325307;-3.70328153
40.40645666;-3.67078638
40.4787027;-3.70846174
40.4488061;-3.60941108
40.42729436;-3.60716078
40.36845669;-3.59154233
40.42793508;-3.66812052
40.43620084;-3.67639782
40.4884167;-3.64599375
40.47350402;-3.63725535
40.47172733;-3.64718367
40.47715863;-3.6594458
40.45527291;-3.65086744
40.44726576;-3.70360211
40.4005927;-3.735264
40.45152877;-3.70640084
40.47329247;-3.69010078
40.34782978;-3.71616179
40.468663;-3.71101076
40.43351051;-3.71114619
40.37535404;-3.71172038
40.36176829;-3.59346035
40.38425853;-3.64389431
40.35080376;-3.69231869
40.49393596;-3.69426114
40.36443708;-3.76498734
40.37639105;-3.70683332
40.37764026;-3.70507043
40.38337391;-3.64501275
40.38415422;-3.64528197
40.38459857;-3.64498756
40.35296171;-3.67806894
40.46455611;-3.58515779
40.35554384;-3.68619136
40.40716583;-3.73737969
40.4722939;-3.6974276
40.4627139;-3.62662266
40.43779673;-3.60335119
40.4037156;-3.71116639
40.46361452;-3.66020048
40.45278993;-3.69886232
40.46962616;-3.70600889
40.42511498;-3.69375182
40.42694659;-3.70440444
40.40884834;-3.71025712
40.46427887;-3.70044867
40.466577;-3.71003414
40.47075065;-3.69326852
40.4149884;-3.7204588
40.40629851;-3.70522986
40.47054357;-3.70928289
40.46591866;-3.69912202
40.42564568;-3.7120169
40.41811837;-3.70914163
40.45854758;-3.7077565
40.42542205;-3.69231794
40.45947957;-3.70507601
40.41534058;-3.71812588
40.47360609;-3.69319962
40.40118738;-3.61805017
40.49241632;-3.72655061
40.41736955;-3.70686076
40.37231507;-3.70900922
40.38485514;-3.71975101
40.50779036;-3.67557508
40.46810179;-3.64840042
40.4641797;-3.62839142
40.40820807;-3.68255413
40.41122761;-3.66576365
40.47236093;-3.66307872
40.44626901;-3.69861061
40.40537813;-3.65053637
40.48337088;-3.71539177
40.42828404;-3.71472167
40.47086022;-3.71045977
40.4589836;-3.70328712
40.42424657;-3.69460257
40.45330293;-3.70978157
40.41477558;-3.71892773
40.41272441;-3.69319788
40.45795236;-3.70129602
40.46664088;-3.69863463
40.46755248;-3.70344922
40.46612967;-3.701468
40.42414221;-3.70181262
40.46993517;-3.70976092
40.45286708;-3.69814723
40.41266509;-3.71488013
40.45954107;-3.70430855
40.4656534;-3.69555882
40.46902078;-3.70353482
40.45458368;-3.70268257
40.42924294;-3.70178393
40.44918249;-3.69354307
40.4689547;-3.71963953
40.49471651;-3.61065636
40.50103344;-3.6070531
40.5027678;-3.67729861
40.41448707;-3.70312749
40.48147638;-3.72034012
40.39739395;-3.67921762
40.40205623;-3.71436677
40.4009186;-3.6999534
40.46319073;-3.69690016
40.46444229;-3.69554914
40.45862887;-3.70031217
